id_jogo,pais,liga,div,temporada,rodada,data,hora,home,away,h_gols_ft,a_gols_ft,h_gols_ht,a_gols_ht,h_min_gols,a_min_gols,odd_h_ft,odd_d_ft,odd_a_ft,odd_h_ht,odd_d_ht,odd_a_ht,over_1.5_ft,under_1.5_ft,over_2.5_ft,under_2.5_ft,over_3.5_ft,under_3.5_ft,btts_yes,btts_no,dc_1x,dc_12,dc_x2
tz4ntPaU,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Magesi,Richards Bay,,,,,,,1.96,3.25,3.9,3.35,1.89,3.9,1.52,2.24,3.85,1.19,5.1,1.12,2.37,1.53,1.18,1.28,1.73
SdVwp705,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Marumo Gallants,Stellenbosch,,,,,,,2.45,3.15,2.8,3.2,1.95,3.55,1.46,2.45,2.25,1.5,4.5,1.15,2.05,1.7,1.44,1.32,1.55
fqXVoTVh,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Orbit College,Orlando,,,,,,,13.0,5.5,1.22,10.0,2.6,1.67,1.14,4.8,1.57,2.25,2.55,1.45,2.55,1.44,3.7,1.11,1.03
bHwNmk1t,SOUTH AFRICA,Premiership 2025-2026,SOUTH AFRICA 1,2025,RODADA 30,23/05/2026,10:00,Sekhukhune,Siwelele,,,,,,,2.09,2.85,3.69,2.72,1.85,4.31,1.47,2.45,2.45,1.47,4.5,1.15,2.07,1.64,1.2,1.32,1.6
zHW7zBv1,COLOMBIA,Liga BetPlay 2026,COLOMBIA 1,2026,SEMIFINAIS,23/05/2026,20:00,Atl. Nacional,Tolima,,,,,,,1.59,3.75,4.9,2.01,2.07,4.6,1.23,3.7,1.75,1.94,2.88,1.35,1.74,1.75,1.11,1.19,1.78
zyN1dh1K,COLOMBIA,Liga BetPlay 2026,COLOMBIA 1,2026,SEMIFINAIS,23/05/2026,22:30,Junior,Santa Fe,,,,,,,1.99,2.98,3.41,2.53,2.01,3.68,1.32,2.95,2.02,1.65,3.35,1.25,1.78,1.84,1.26,1.33,1.67
nBXyco2n,CHILE,Primera Division 2026,CHILE 1,2026,RODADA 13,23/05/2026,13:30,Audax Italiano,Cobresal,,,,,,,1.81,3.3,4.1,2.5,2.2,4.5,1.29,3.3,1.95,1.75,3.6,1.25,1.83,1.83,1.22,1.33,1.91
dQbIiBs4,CHILE,Primera Division 2026,CHILE 1,2026,RODADA 13,23/05/2026,16:00,Ñublense,Universidad de Concepción,,,,,,,1.75,3.51,4.67,2.25,2.07,4.92,1.35,2.9,1.9,1.71,3.6,1.23,2.0,1.75,1.18,1.25,2.02
zgufisWN,CHILE,Primera Division 2026,CHILE 1,2026,RODADA 13,23/05/2026,21:00,Unión La Calera,Palestino,,,,,,,2.85,3.2,2.47,3.65,2.04,3.22,1.3,3.15,2.1,1.6,3.25,1.28,1.91,1.85,1.49,1.31,1.4
IydQgkgo,ECUADOR,Liga Pro 2026,ECUADOR 1,2026,RODADA 15,23/05/2026,16:00,Mushuc Runa,Guayaquil City,,,,,,,1.6,3.4,4.75,2.16,2.14,5.5,1.35,2.9,2.12,1.63,3.8,1.21,2.05,1.7,1.14,1.22,1.9
SO8v3gWb,ECUADOR,Liga Pro 2026,ECUADOR 1,2026,RODADA 15,23/05/2026,18:30,Orense,Universidad Católica,,,,,,,2.36,3.33,2.45,3.1,2.1,3.2,1.29,3.3,1.95,1.75,3.6,1.25,1.8,1.9,1.4,1.25,1.41
CbV911Ci,ECUADOR,Liga Pro 2026,ECUADOR 1,2026,RODADA 15,23/05/2026,21:00,Dep. Cuenca,LDU Quito,,,,,,,2.85,3.2,2.3,3.05,1.92,2.85,1.3,3.15,1.97,1.73,3.45,1.26,1.66,1.85,1.4,1.24,1.28
4SW6edtA,CHINA,Super League 2026,CHINA 1,2026,RODADA 14,23/05/2026,08:00,Shanghai Port,Tianjin Jinmen Tiger,,,,,,,1.64,3.64,4.91,2.17,2.31,5.1,1.23,3.6,1.73,1.87,2.85,1.35,1.8,1.95,1.16,1.24,1.97
ChzFgzBM,CHINA,Super League 2026,CHINA 1,2026,RODADA 14,23/05/2026,08:35,Beijing Guoan,Henan Songshan Longmen,,,,,,,1.64,3.5,4.2,2.2,2.36,4.33,1.17,4.11,1.6,2.13,2.45,1.46,1.66,2.1,1.17,1.22,1.81
8OLplEYq,CHINA,Super League 2026,CHINA 1,2026,RODADA 14,23/05/2026,09:00,Dalian Yingbo,Chengdu Rongcheng,,,,,,,3.8,3.5,1.88,4.0,2.25,2.36,1.19,4.15,1.6,2.08,2.45,1.43,1.66,2.1,1.73,1.26,1.23
bqKn6Nr2,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Cracovia,Korona,,,,,,,2.16,3.25,3.2,2.8,2.1,3.75,1.38,2.85,2.01,1.65,3.75,1.24,1.85,1.86,1.3,1.3,1.55
6ou8D5jS,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Gornik Zabrze,Radomiak Radom,,,,,,,1.69,3.75,4.5,2.2,2.3,4.5,1.22,3.4,1.66,1.96,2.57,1.38,1.7,2.1,1.18,1.2,2.1
vwIF9dkf,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Jagiellonia,Zaglebie,,,,,,,1.63,3.6,4.33,2.25,2.2,5.0,1.25,3.25,1.76,1.92,2.57,1.43,1.75,1.95,1.16,1.2,1.96
Ei2ZTQz9,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Lech,Plock,,,,,,,1.44,4.5,6.2,1.8,2.47,4.9,1.11,4.5,1.44,2.2,2.09,1.49,1.69,2.07,1.08,1.16,2.6
YJR0FRLF,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Legia,Motor Lublin,,,,,,,1.55,3.75,4.75,2.12,2.33,5.0,1.17,4.5,1.6,2.23,2.42,1.51,1.66,2.1,1.15,1.18,2.05
QVLv8qEk,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Pogon Szczecin,Katowice,,,,,,,1.96,3.66,3.25,2.5,2.37,3.6,1.17,4.5,1.57,2.29,2.32,1.56,1.55,2.28,1.3,1.23,1.66
INT6BIKs,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Rakow,Arka,,,,,,,1.58,3.7,5.0,1.63,2.36,6.0,1.24,3.75,1.82,1.92,2.85,1.38,1.7,1.8,1.1,1.18,1.87
C4whHmi3,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Termalica B-B.,Lechia,,,,,,,3.0,3.5,2.0,3.33,2.5,2.5,1.15,4.9,1.51,2.42,2.19,1.62,1.45,2.54,1.6,1.23,1.3
n3LN7zK6,POLAND,Ekstraklasa 2025-2026,POLAND 1,2025,RODADA 34,23/05/2026,12:30,Widzew Lodz,Piast,,,,,,,2.05,3.0,3.33,2.75,2.05,4.0,1.29,3.17,1.93,1.74,3.3,1.27,1.83,1.83,1.26,1.25,1.63
pdSmLTjt,CROATIA,1. HNL 2025-2026,CROATIA 1,2025,RODADA 36,23/05/2026,11:00,Rijeka,Gorica,,,,,,,1.68,3.57,4.46,2.24,2.08,4.72,1.28,3.33,1.9,1.8,3.2,1.3,1.84,1.82,1.14,1.19,1.99
vFFuHHvP,CROATIA,1. HNL 2025-2026,CROATIA 1,2025,RODADA 36,23/05/2026,11:00,Varazdin,Istra 1961,,,,,,,1.97,3.19,3.24,2.59,2.11,3.72,1.29,3.5,1.9,1.9,3.25,1.33,1.64,2.05,1.26,1.26,1.58
CndWKau0,CROATIA,1. HNL 2025-2026,CROATIA 1,2025,RODADA 36,23/05/2026,13:45,Din. Zagreb,Lok. Zagreb,,,,,,,1.21,5.5,12.0,1.55,2.9,7.5,1.07,7.0,1.31,3.05,1.83,1.8,1.67,2.0,1.05,1.08,3.1
jXxX2txn,ROMANIA,Liga 1 2025-2026,ROMANIA 1,2025,FINAL,23/05/2026,11:30,Chindia Targoviste,Farul Constanta,,,,,,,1.66,3.25,5.0,2.2,2.05,5.33,1.36,2.95,2.07,1.7,3.55,1.26,2.0,1.7,1.15,1.25,1.87
AH9HJVAr,ROMANIA,Liga 1 2025-2026,ROMANIA 1,2025,RODADA 10,23/05/2026,14:30,U. Cluj,Din. Bucuresti,,,,,,,2.0,3.3,3.45,2.75,2.08,3.5,1.3,3.4,1.9,1.78,3.5,1.29,1.78,1.86,1.26,1.28,1.65
dzlq5EtK,SWEDEN,Superettan 2026,SWEDEN 2,2026,RODADA 9,23/05/2026,08:00,Norrby,Ljungskile,,,,,,,3.33,3.4,1.94,3.66,2.22,2.45,1.25,4.0,1.75,2.1,2.8,1.44,1.52,2.05,1.63,1.25,1.26
d4FvflYI,SWEDEN,Superettan 2026,SWEDEN 2,2026,RODADA 9,23/05/2026,10:00,Nordic United,Brage,,,,,,,2.22,3.4,2.6,2.8,2.25,3.14,1.2,3.95,1.67,2.05,2.7,1.4,1.55,2.28,1.35,1.25,1.47
UTecsBlD,SWEDEN,Superettan 2026,SWEDEN 2,2026,RODADA 9,23/05/2026,10:00,Oddevold,Östersund,,,,,,,2.16,3.0,3.0,2.75,2.12,3.5,1.25,3.4,1.81,1.75,3.0,1.32,1.75,1.95,1.28,1.28,1.5
OjHWeA36,SWEDEN,Superettan 2026,SWEDEN 2,2026,RODADA 9,23/05/2026,12:00,Falkenberg,Värnamo,,,,,,,2.28,3.14,2.66,2.83,2.2,3.2,1.25,3.85,1.72,1.91,3.0,1.4,1.6,2.2,1.35,1.27,1.44
QTu8I0fU,NETHERLANDS,Eerste Divisie 2025-2026,NETHERLANDS 2,2025,FINAL,23/05/2026,11:30,FC Volendam,Willem II,,,,,,,2.75,3.55,2.5,3.3,2.15,3.1,1.26,3.33,1.83,1.83,3.0,1.32,1.72,2.05,1.57,1.29,1.47
4ruRJDN7,PORTUGAL,Segunda Liga 2025-2026,PORTUGAL 2,2025,FINAL,23/05/2026,16:30,Farense,Os Belenenses,,,,,,,2.0,3.0,3.6,2.75,2.05,4.33,1.32,2.9,2.0,1.66,3.4,1.24,2.0,1.73,1.25,1.33,1.67
MqXF5Mk1,DENMARK,First Division 2025-2026,DENMARK 2,2025,RODADA 31,23/05/2026,09:00,Middelfart,B.93,,,,,,,4.9,3.8,1.65,4.75,2.3,2.15,1.11,5.5,1.44,2.6,2.15,1.56,1.52,2.37,2.27,1.25,1.19
lGH04d6t,ARMENIA,Premier League 2025-2026,ARMENIA 1,2025,RODADA 13,23/05/2026,12:00,Pyunik,Noah,,,,,,,,,,,,,,,,,,,,,,,
APJvbVqh,SERBIA,Super Liga 2025-2026,SERBIA 1,2025,RODADA 37,23/05/2026,10:00,Partizan,Radnik,,,,,,,1.41,4.1,7.4,1.93,2.3,6.0,1.2,4.1,1.84,1.82,2.6,1.45,1.8,1.83,1.04,1.15,2.75
rJRhzSio,SERBIA,Super Liga 2025-2026,SERBIA 1,2025,RODADA 37,23/05/2026,13:00,Vojvodina,Novi Pazar,,,,,,,1.44,3.66,6.0,1.96,2.25,6.0,1.25,3.7,1.77,2.0,2.9,1.38,2.05,1.7,1.1,1.2,2.1
